candidate_name,wave,region_cluster,scope_level,decision,entity_id,notes
Renault Korea,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Asia Motors,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Proto Motors,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Hongqi,M07,Coreia China Taiwan,A,published,01a01028-5447-779e-8317-57316b628d02,Já existe no SQLite canônico.
SAIC,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Roewe,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Nanjing,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Geely,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Lynk & Co,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Zeekr,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Chery,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Exeed,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Jetour,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Great Wall,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Haval,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Ora,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Wey,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
BYD,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Denza,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Yangwang,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Fangchengbao,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Nio,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Onvo,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Firefly,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
XPeng,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Li Auto,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Leapmotor,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Xiaomi Auto,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
GAC,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Aion,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Dongfeng,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Voyah,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Changan,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Avatr,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
JAC,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
BAIC,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Arcfox,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
FAW,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Bestune,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Wuling,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Baojun,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Seres,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Aito,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Luxgen,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Yulon,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Brilliance,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Neta,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Aiways,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Skywell,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
IM Motors,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Deepal,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Qoros,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Zotye,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Lifan,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Hafei,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Haima,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Soueast,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Maxus,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Omoda,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Jaecoo,M07,Coreia China Taiwan,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Hindustan,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Premier,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Tata,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Mahindra,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Maruti Suzuki,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Force Motors,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Standard India,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Sipani,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Reva,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
DC Avanti,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
VinFast,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Proton,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Perodua,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Bufori,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Thai Rung,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Iran Khodro,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Saipa,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Pars Khodro,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
W Motors,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Bajaj,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Ather,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Ola Electric,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Pravaig,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Mean Metal Motors,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Vayve Mobility,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Eicher,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
San Storm,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Chinkara,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Esemka,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Timor,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Pindad,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
MVM,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Bahman,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Paykan,M08,Índia Sudeste Asiático Oriente Médio,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Zastava,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Yugo,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Dacia,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Oltcit,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
FSO,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Syrena,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Wartburg,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Trabant,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Sachsenring,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Lada,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Moskvitch,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
GAZ,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
ZIL,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
ZAZ,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
LuAZ,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Melkus,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Rimac,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
IZh,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
SMZ,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Marussia,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Aurus,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Sollers,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Doninvest,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
TagAZ,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Aleko,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Velorex,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Avia,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Barkas,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Rába,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Tushek,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
KTM X-Bow,M09,Europa Central e Oriental,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Volvo,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Saab,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Polestar,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Koenigsegg,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
NEVS,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Donkervoort,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
DAF,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Spyker,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Minerva,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Imperia,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
FN,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
SEAT,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Cupra,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Pegaso,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Santana,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Tramontana,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Spania GTA,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
UMM,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Portaro,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Adamastor,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Think,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Buddy Electric,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Caresto,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Lightyear,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Carver,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Burton,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Vencer,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Edran,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Gillet,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Apal,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Hurtan,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Comarth,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Aspid,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Biscúter,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Authi,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Sado,M10,Escandinávia Benelux Ibéria,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Gurgel,M11,América Latina,A,published,01a01016-ea4c-766d-827a-d7a4341a454d,Já existe no SQLite canônico.
Puma,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Miura,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Santa Matilde,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
FNM,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Troller,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Lobini,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Brasinca,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Vemag,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Agrale,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
JPX,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
CBT,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Engesa,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Envemo,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Hofstetter,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Adamo,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Farus,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Lafer,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Dacon,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Obvio!,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Tac Motors,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Chamonix,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
IKA,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Siam Di Tella,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Pur Sang,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Anasagasti,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Grumett,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Effa,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Indio,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Bognor,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Justicialista,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Rastrojero,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Zanella,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Autoar,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Crespi,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Bucci,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
ASA Argentina,M11,América Latina,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Holden,M12,Oceania e África,A,published,01a01028-5455-7a84-b0d2-ee6fb10c31b8,Já existe no SQLite canônico.
HSV,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
FPV,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Bolwell,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Elfin,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Brabham Automotive,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Leyland Australia,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Rootes Australia,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Trekka,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Hulme,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Perana,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
GSM,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Birkin,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Optimal Energy,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Mobius,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Kiira,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Innoson,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Kantanka,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Laraki,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Wallyscar,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Purvis,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Giocattolo,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Joss,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Devaux,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Nota,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Lightburn,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Zeta,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Hartnett,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Southern Cross,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Finch,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Skelta,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Tomcar,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
ACE EV,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Almac,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Saker,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Anziel,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Africar,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Bailey,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Harper Sports Cars,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Uri,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
IVEMA,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Menara,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
Dezzi,M12,Oceania e África,A,needs_research,,"Reconciliar identidade, períodos, organizações, veículo e fontes."
